filepath,class,domain,label,split
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/bea16309-36c9-4d03-a8de-747e29cba604___R.S_HL 8187 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/380c63d1-1c28-4ff7-9bba-96a3183f3d01___R.S_HL 0631 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/0f1f7e10-1ca9-488c-8c59-a736d0d7fb4d___R.S_HL 8040 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/ae544c0a-4743-426e-a311-883311bceddd___R.S_HL 7882 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/ff339e47-52bb-4e16-8338-d056f7dcf525___R.S_HL 8108 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4e65846a-3154-486c-b58c-cbaf698e0f97___R.S_HL 8151 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e2e6d3f1-9f01-44e6-a466-0272b8663f8e___R.S_HL 8307 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/937045bf-b8e0-4bc1-b630-34b683a23cda___R.S_HL 5554 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/8d87d0de-3d92-4927-8c76-c8873c58f24d___R.S_HL 8047 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/af6b3f3d-7d7d-4120-8c37-bb196cc3aed3___R.S_HL 8070 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/f73f38b8-0938-44f2-a229-6baa3114fe40___R.S_HL 0630 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/bda64a31-97b6-4a99-8182-acca2dc14e96___R.S_HL 8094 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/de4648fd-1910-4929-a644-af090a8031ab___R.S_HL 8242 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/0673a42c-74f8-4fe8-b07b-401592875c57___R.S_HL 5536 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/6aa92f1b-d5bd-4dcc-a130-925034576462___R.S_HL 8071 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/63646c02-49e3-4a0b-b3f8-a63a9e29422c___R.S_HL 8266 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/60d41965-10bc-4799-815e-5b1f099fae4b___R.S_HL 8003 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/55efba35-9d8a-4fae-9096-dfe1ade5b381___R.S_HL 8184 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/85f2fc5b-e087-4614-9e22-1c264bcc6584___R.S_HL 7981 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/9b5d313a-6815-4b9d-ad5d-27114e767112___R.S_HL 8268 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/116e19d7-8948-4eaa-8309-617434b47f57___R.S_HL 0615.JPG,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/639a8321-f780-4a3d-aeb6-7f08b61cf6c5___R.S_HL 8246 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e7acc1f5-27d0-4e72-aec0-a5b102cd9403___R.S_HL 8180 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4ce0824c-0f77-4c6c-b7b8-40f0cd51d320___R.S_HL 8236 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/d29534b3-d6b4-4a08-8c52-823b47c1f03e___R.S_HL 8288 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/959b7332-37bc-4e70-8639-77e9089892a1___R.S_HL 8322 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/1383b6ed-14cc-4418-89ae-7262fc41771c___R.S_HL 7924 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/5b34f21e-9ae1-4213-80b1-b7dfc281e251___R.S_HL 5493 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/d0378d5a-47f6-4340-950b-18b4c2a8a598___R.S_HL 0600.JPG,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4ea4d667-2e5d-4440-83ee-5b0d68217272___R.S_HL 0651 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/fdcf2bae-41a2-4c83-897f-31dd0b4e540c___R.S_HL 8225 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/90548ed6-1573-4a72-9f60-6188a1fbd2ff___R.S_HL 8150 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/0a72d779-4df2-4365-9251-1733a1a1085c___R.S_HL 7992 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/88d705bb-1928-4323-9258-77ac3c2183ea___R.S_HL 8045 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/b1565e81-b8c3-4ba3-8b57-94395f82a3f2___R.S_HL 0595 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/5c2c74b7-5687-4109-a5ce-0694f72f8095___R.S_HL 5534 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/508527ca-609b-427f-9b08-7ac3f3d45034___R.S_HL 8112 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/814ab6c3-0b7d-42ab-8058-53cde59f0daf___R.S_HL 8312 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/6a570f29-0710-4baa-87ef-84ee12414eab___R.S_HL 0617 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/5eedbe64-af14-4a60-97ba-2f75e9914d2a___R.S_HL 5541 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/975bf2e2-458b-48e0-a941-7afccabd69cf___R.S_HL 0634 copy 4.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/fb8ff65c-92ef-4607-9a43-ee2e2f8f4c05___R.S_HL 7997 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/466155e6-ef86-4024-9c0a-de7ca09a1d07___R.S_HL 7986 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/1ce2a4dc-0c4e-4496-87b9-feae602cc23d___R.S_HL 8204 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/ae06c7e3-e283-4359-9d98-2c97a1dd3e83___R.S_HL 8062 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e6f7d1d1-3233-472b-bc11-597eeb02a120___R.S_HL 0596 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/43931e08-e92c-4c68-9334-b8554adb41fe___R.S_HL 8160 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/f85a5f36-d0f7-4aaa-9d28-9ff33d092385___R.S_HL 8207 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/d96a3d7e-3c5d-4b22-9506-6451660bb8bf___R.S_HL 8182 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/740f12a2-c86a-4bed-93a0-8ee39297eea4___R.S_HL 5531 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/9a23af0b-d4ca-4be2-a6cb-8e21af0feb70___R.S_HL 8236 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/9d7fe0ec-48b6-4b1e-83ea-391d53de37af___R.S_HL 8210 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/1d674419-c828-4f70-86fc-aacd003ad402___R.S_HL 5515 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/65182820-6207-4a47-b757-9b5ae02b80ef___R.S_HL 8218 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/fb47273a-ffa1-460e-982f-05cb4be25094___R.S_HL 0635 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/c479a63d-cd2c-450b-807b-e85bce7a0af8___R.S_HL 8213 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/88bb3bc0-d78d-4446-8a5e-e050c3a60e14___R.S_HL 7888 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4217406b-4bdc-4484-9670-c0c350d854bd___R.S_HL 7976 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/67580ca9-48d4-485a-8f99-bd68c56e89c2___R.S_HL 8340 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/15bd6d09-98af-40f4-b098-77ec403911d4___R.S_HL 7926 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/d9427888-3c45-426a-8211-944d9ed62977___R.S_HL 8200 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/a5a8e949-a121-4093-b1ca-2ef99c8824e5___R.S_HL 5526 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/3a7861a7-1fc8-4986-8c21-5bef0ebeb3cb___R.S_HL 8087 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/1825cb9f-8f7b-46ef-a4a0-65a93592b857___R.S_HL 0615 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/0788fd06-d2f5-4f2d-9fc0-27eee3f437fc___R.S_HL 8243 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/169f4815-9403-4002-b463-b578b3cf4323___R.S_HL 7929 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/55ea99a3-17b3-4971-8159-0fa4e369c0d7___R.S_HL 8219 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/85581bfb-0508-4cea-a76c-b929fea867a1___R.S_HL 0605 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/b27ca23d-e90c-4087-8421-dec6e1876c89___R.S_HL 8075 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/bda90983-a55a-40d2-bcbc-f2279e82d937___R.S_HL 8320 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e7390b09-74e0-4ce3-af38-95aa97c78e34___R.S_HL 8263 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/3fdcf34b-cddd-4428-912b-251f982ec0da___R.S_HL 5542 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/2b3274d3-f41c-4dc7-abbd-13a70e922787___R.S_HL 5509 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/9dfbeea0-0afb-4f03-ae40-5c4508141a6a___R.S_HL 7913 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/0f6d1e23-9ac3-4d2d-bd32-9b0cb91bf4e3___R.S_HL 0625 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/a4314e17-4aab-4f16-9ab2-78450618f178___R.S_HL 7910 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/8977f9a8-3384-4a8c-ac81-ebb180d7a442___R.S_HL 8035 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/0cdeb628-7351-4bff-abfe-dfe75ad931e4___R.S_HL 8224 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/1ac52fdf-f093-4495-a668-ff2745f56fbe___R.S_HL 8195 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/79548859-be87-4f81-b6db-62fbd2505b9c___R.S_HL 7916 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4bffb932-0f73-4ea5-b1b3-ffbef8c5f07d___R.S_HL 7895 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/0b03beed-0247-4d38-87ba-eb5b94415312___R.S_HL 8233 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/38b16a51-d4cf-4070-b973-47ec6a367d9f___R.S_HL 0653 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e02d16a0-9933-4ec4-9904-de703aee599e___R.S_HL 8159 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/b14bcb73-04d0-4e27-8cf3-9d26bdc1a8d7___R.S_HL 0612.JPG,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/30213a02-eea7-46a3-af9c-0078b93bb2b9___R.S_HL 8308 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/28f12cbf-1dfe-4e3b-98b1-006502a20077___R.S_HL 7948 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/68d6e3a4-795c-4c01-8020-8d927ff82c49___R.S_HL 8220 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/59f7744f-c282-416c-8387-cdbbb195cd4f___R.S_HL 7928 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/f092f9e8-3b8e-4ec5-b5a4-024f74c1d5f6___R.S_HL 7997 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/2251b665-207d-4500-a396-bc9bb097c34b___R.S_HL 8073 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/0618b46e-b4fb-4069-9b95-6c6c2387688a___R.S_HL 0609 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/8a08b66c-17a6-4689-a64e-bf22d57cc60a___R.S_HL 8173 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/ae0b825e-8484-4e9e-a912-96fb693a4b10___R.S_HL 8208 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/cf974821-c385-44d0-a833-7f816e51b98d___R.S_HL 8050 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/602d933c-1e3f-4e3e-a408-760cc9d94be9___R.S_HL 8304 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/0fc63695-5bae-4313-ae41-9e9e09ce855b___R.S_HL 0620 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/fcb98d78-51be-4ecc-bcef-970180fa8c5f___R.S_HL 5561 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/ba5545b4-4812-42ed-94ee-73fa785156ad___R.S_HL 8227 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/7f467853-2961-4e1f-ae5a-e4819e418c77___R.S_HL 7899 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/1831304d-96dd-410b-a246-e267a3f61577___R.S_HL 5524 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/a4933b63-666a-4214-84a7-7712bb32b8b6___R.S_HL 0633 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/43c7f0fb-2542-46be-842b-5b4ad6a8cad2___R.S_HL 8218 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/363ba8b2-4b66-4caa-ae2c-df6523aa6da6___R.S_HL 8234 copy 2.jpg,healthy,plantvillage,0,train
